         6098384 function calls (6095667 primitive calls) in 8.963 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.009    0.009 platform.py:1(<module>)
    18/13    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
    18/13    0.003    0.000    0.008    0.001 {built-in method _imp.exec_dynamic}
      261    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
      155    0.000    0.000    0.007    0.000 re.py:288(_compile)
        1    0.000    0.000    0.007    0.007 multiarray.py:1(<module>)
        1    0.000    0.000    0.007    0.007 numerictypes.py:1(<module>)
  283/280    0.003    0.000    0.007    0.000 {built-in method builtins.__build_class__}
       26    0.000    0.000    0.007    0.000 sre_compile.py:783(compile)
        1    0.000    0.000    0.007    0.007 overrides.py:1(<module>)
       28    0.000    0.000    0.007    0.000 re.py:249(compile)
      317    0.001    0.000    0.007    0.000 overrides.py:142(decorator)
        1    0.000    0.000    0.006    0.006 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
      156    0.001    0.000    0.005    0.000 typing.py:1016(__init__)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _array_like.py:1(<module>)
        1    0.000    0.000    0.004    0.004 secrets.py:1(<module>)
       26    0.000    0.000    0.004    0.000 sre_parse.py:944(parse)
        1    0.000    0.000    0.004    0.004 numeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 argparse.py:1713(__init__)
    69/26    0.000    0.000    0.004    0.000 sre_parse.py:436(_parse_sub)
      123    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
    73/29    0.001    0.000    0.004    0.000 sre_parse.py:494(_parse)
      278    0.001    0.000    0.004    0.000 overrides.py:83(verify_matching_signatures)
       54    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
       54    0.000    0.000    0.004    0.000 typing.py:483(Union)
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
      154    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
        3    0.000    0.000    0.003    0.001 argparse.py:1411(add_argument)
        1    0.000    0.000    0.003    0.003 _char_codes.py:1(<module>)
        3    0.000    0.000    0.003    0.001 argparse.py:2565(_get_formatter)
        3    0.000    0.000    0.003    0.001 argparse.py:170(__init__)
       39    0.000    0.000    0.003    0.000 typing.py:407(__getitem__)
      317    0.001    0.000    0.003    0.000 function_base.py:497(add_newdoc)
       39    0.000    0.000    0.003    0.000 typing.py:532(Literal)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        2    0.000    0.000    0.003    0.001 shape_base.py:1(<module>)
     1401    0.002    0.000    0.003    0.000 typing.py:986(__setattr__)
    45/12    0.000    0.000    0.003    0.000 typing.py:1046(__getitem__)
      605    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
       26    0.000    0.000    0.003    0.000 sre_compile.py:622(_code)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
     1370    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      246    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      377    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
      595    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
      625    0.002    0.000    0.002    0.000 {built-in method posix.stat}
   149/26    0.001    0.000    0.002    0.000 sre_compile.py:87(_compile)
      325    0.001    0.000    0.002    0.000 functools.py:35(update_wrapper)
      156    0.000    0.000    0.002    0.000 typing.py:947(__init__)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
      264    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:391(cached)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
      141    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
    11989    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
      123    0.002    0.000    0.002    0.000 {built-in method io.open_code}
        3    0.000    0.000    0.002    0.001 enum.py:536(_convert_)
      543    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      166    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
      123    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
     4045    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      586    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
       55    0.000    0.000    0.001    0.000 enum.py:359(__call__)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
       13    0.001    0.000    0.001    0.000 __init__.py:328(namedtuple)
        3    0.000    0.000    0.001    0.000 enum.py:483(_create_)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
     1370    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
      666    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x5609e2b3d9a0}
      280    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
      252    0.001    0.000    0.001    0.000 typing.py:146(_type_check)
      543    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
      159    0.001    0.000    0.001    0.000 typing.py:206(_collect_type_vars)
       35    0.000    0.000    0.001    0.000 abc.py:105(__new__)
       12    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
      543    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
       28    0.001    0.000    0.001    0.000 inspect.py:744(cleandoc)
        5    0.000    0.000    0.001    0.000 enum.py:180(__new__)
     1401    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      141    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
       33    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
      183    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      197    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      246    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
       27    0.000    0.000    0.001    0.000 typing.py:1323(__class_getitem__)
      317    0.000    0.000    0.001    0.000 function_base.py:483(_add_docstring)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
      141    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       54    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
      304    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
     1788    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
       61    0.000    0.000    0.001    0.000 sre_compile.py:292(_optimize_charset)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
       26    0.000    0.000    0.001    0.000 sre_compile.py:560(_compile_info)
     1707    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
5084/4928    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        5    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
      123    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      166    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        5    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
       93    0.000    0.000    0.001    0.000 typing.py:253(_deduplicate)
       60    0.000    0.000    0.000    0.000 enum.py:89(__setitem__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
     1067    0.000    0.000    0.000    0.000 sre_parse.py:165(__getitem__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      123    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
     1490    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
   185/62    0.000    0.000    0.000    0.000 sre_parse.py:175(getwidth)
      591    0.000    0.000    0.000    0.000 sre_parse.py:255(get)
      144    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
      109    0.000    0.000    0.000    0.000 re.py:187(match)
      257    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1866    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     1802    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      317    0.000    0.000    0.000    0.000 function_base.py:465(_needs_add_docstring)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       14    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
      556    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      369    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 gettext.py:756(gettext)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        3    0.000    0.000    0.000    0.000 gettext.py:679(dgettext)
        3    0.000    0.000    0.000    0.000 gettext.py:598(translation)
      123    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      767    0.000    0.000    0.000    0.000 sre_parse.py:234(__next)
      123    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
     3711    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        3    0.000    0.000    0.000    0.000 gettext.py:542(find)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
       39    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      403    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
     2987    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
     1868    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
     1043    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      341    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:1329(__init__)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.000    0.000 argparse.py:1844(parse_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1851(parse_known_args)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
  277/219    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 argparse.py:1890(_parse_known_args)
       36    0.000    0.000    0.000    0.000 sre_parse.py:97(closegroup)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        5    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      492    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      463    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
  108/106    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      969    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
     1026    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     1048    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      463    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 argparse.py:1958(consume_optional)
      388    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
        5    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        3    0.000    0.000    0.000    0.000 enum.py:553(<listcomp>)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
     1105    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      249    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
       26    0.000    0.000    0.000    0.000 enum.py:986(__and__)
     1088    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
     1171    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      336    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
       35    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        4    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
      330    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
      123    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
  529/435    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
     1171    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
        2    0.000    0.000    0.000    0.000 argparse.py:2169(_match_argument)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        9    0.000    0.000    0.000    0.000 comparison.py:10(print_time_ms)
      395    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
      155    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
      323    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       80    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      339    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
        4    0.000    0.000    0.000    0.000 re.py:202(sub)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       77    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
      236    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       30    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       61    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      118    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       57    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
      123    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      332    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      542    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 abc.py:110(register)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
      371    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       50    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
    34/14    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
    34/25    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
      480    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      123    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
       44    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
    34/14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       36    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       30    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
      370    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       42    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
      357    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
      930    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      401    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        8    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layers.py:1(<module>)
       26    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
      123    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fa0027ecee0}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        9    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
      418    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
      156    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        8    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1462(add_argument_group)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       45    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       41    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      247    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        3    0.000    0.000    0.000    0.000 shutil.py:1385(get_terminal_size)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
